State	Municipality_of_residence	Sex	Case_classification	year	ew	total
MS	BANDEIRANTES	F	CONFIRMADO	2010	11	1
MS	BANDEIRANTES	F	CONFIRMADO	2010	12	2
MS	BANDEIRANTES	F	CONFIRMADO	2010	13	2
MS	BANDEIRANTES	F	CONFIRMADO	2010	14	2
MS	BANDEIRANTES	F	CONFIRMADO	2010	15	1
MS	BANDEIRANTES	F	CONFIRMADO	2010	16	3
MS	BANDEIRANTES	F	CONFIRMADO	2010	17	5
MS	BANDEIRANTES	F	CONFIRMADO	2010	18	1
MS	BANDEIRANTES	F	CONFIRMADO	2010	19	3
MS	BANDEIRANTES	F	CONFIRMADO	2010	20	2
MS	BANDEIRANTES	F	CONFIRMADO	2010	21	4
MS	BANDEIRANTES	F	CONFIRMADO	2010	31	1
MS	BANDEIRANTES	F	CONFIRMADO	2010	45	1
MS	BANDEIRANTES	F	CONFIRMADO	2010	49	1
MS	BANDEIRANTES	F	CONFIRMADO	2010	52	1
MS	BANDEIRANTES	F	CONFIRMADO	2011	1	3
MS	BANDEIRANTES	F	CONFIRMADO	2011	2	2
MS	BANDEIRANTES	F	CONFIRMADO	2011	3	7
MS	BANDEIRANTES	F	CONFIRMADO	2011	4	20
MS	BANDEIRANTES	F	CONFIRMADO	2011	5	26
MS	BANDEIRANTES	F	CONFIRMADO	2011	6	6
MS	BANDEIRANTES	F	CONFIRMADO	2011	7	6
MS	BANDEIRANTES	F	CONFIRMADO	2011	8	15
MS	BANDEIRANTES	F	CONFIRMADO	2011	9	11
MS	BANDEIRANTES	F	CONFIRMADO	2011	11	14
MS	BANDEIRANTES	F	CONFIRMADO	2011	12	4
MS	BANDEIRANTES	F	CONFIRMADO	2011	14	2
MS	BANDEIRANTES	F	CONFIRMADO	2011	15	2
MS	BANDEIRANTES	F	CONFIRMADO	2011	16	3
MS	BANDEIRANTES	F	CONFIRMADO	2011	17	3
MS	BANDEIRANTES	F	CONFIRMADO	2011	20	1
MS	BANDEIRANTES	F	CONFIRMADO	2012	19	2
MS	BANDEIRANTES	F	CONFIRMADO	2012	50	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	2	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	4	3
MS	BANDEIRANTES	F	CONFIRMADO	2013	5	4
MS	BANDEIRANTES	F	CONFIRMADO	2013	6	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	7	3
MS	BANDEIRANTES	F	CONFIRMADO	2013	8	2
MS	BANDEIRANTES	F	CONFIRMADO	2013	9	14
MS	BANDEIRANTES	F	CONFIRMADO	2013	10	7
MS	BANDEIRANTES	F	CONFIRMADO	2013	11	7
MS	BANDEIRANTES	F	CONFIRMADO	2013	12	23
MS	BANDEIRANTES	F	CONFIRMADO	2013	13	10
MS	BANDEIRANTES	F	CONFIRMADO	2013	14	2
MS	BANDEIRANTES	F	CONFIRMADO	2013	15	4
MS	BANDEIRANTES	F	CONFIRMADO	2013	16	6
MS	BANDEIRANTES	F	CONFIRMADO	2013	17	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	18	6
MS	BANDEIRANTES	F	CONFIRMADO	2013	19	3
MS	BANDEIRANTES	F	CONFIRMADO	2013	20	12
MS	BANDEIRANTES	F	CONFIRMADO	2013	21	6
MS	BANDEIRANTES	F	CONFIRMADO	2013	22	5
MS	BANDEIRANTES	F	CONFIRMADO	2013	23	3
MS	BANDEIRANTES	F	CONFIRMADO	2013	26	2
MS	BANDEIRANTES	F	CONFIRMADO	2013	27	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	28	2
MS	BANDEIRANTES	F	CONFIRMADO	2013	29	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	34	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	36	1
MS	BANDEIRANTES	F	CONFIRMADO	2013	43	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	6	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	7	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	13	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	14	3
MS	BANDEIRANTES	F	CONFIRMADO	2014	33	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	49	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	5	2
MS	BANDEIRANTES	F	CONFIRMADO	2014	8	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	18	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	19	3
MS	BANDEIRANTES	F	CONFIRMADO	2014	21	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	43	1
MS	BANDEIRANTES	F	CONFIRMADO	2014	49	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	8	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	11	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	15	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	17	2
MS	BANDEIRANTES	F	CONFIRMADO	2015	18	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	19	2
MS	BANDEIRANTES	F	CONFIRMADO	2015	23	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	24	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	25	2
MS	BANDEIRANTES	F	CONFIRMADO	2015	26	5
MS	BANDEIRANTES	F	CONFIRMADO	2015	27	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	28	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	43	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	45	2
MS	BANDEIRANTES	F	CONFIRMADO	2015	48	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	49	1
MS	BANDEIRANTES	F	CONFIRMADO	2015	50	5
MS	BANDEIRANTES	F	CONFIRMADO	2016	1	5
MS	BANDEIRANTES	F	CONFIRMADO	2016	2	5
MS	BANDEIRANTES	F	CONFIRMADO	2016	3	4
MS	BANDEIRANTES	F	CONFIRMADO	2016	4	8
MS	BANDEIRANTES	F	CONFIRMADO	2016	5	7
MS	BANDEIRANTES	F	CONFIRMADO	2016	6	5
MS	BANDEIRANTES	F	CONFIRMADO	2016	7	17
MS	BANDEIRANTES	F	CONFIRMADO	2016	8	19
MS	BANDEIRANTES	F	CONFIRMADO	2016	9	36
MS	BANDEIRANTES	F	CONFIRMADO	2016	10	22
MS	BANDEIRANTES	F	CONFIRMADO	2016	11	4
MS	BANDEIRANTES	F	CONFIRMADO	2016	12	6
MS	BANDEIRANTES	F	CONFIRMADO	2016	13	3
MS	BANDEIRANTES	F	CONFIRMADO	2016	14	12
MS	BANDEIRANTES	F	CONFIRMADO	2016	15	5
MS	BANDEIRANTES	F	CONFIRMADO	2016	16	7
MS	BANDEIRANTES	F	CONFIRMADO	2016	17	11
MS	BANDEIRANTES	F	CONFIRMADO	2016	18	2
MS	BANDEIRANTES	F	CONFIRMADO	2016	19	5
MS	BANDEIRANTES	F	CONFIRMADO	2017	4	1
MS	BANDEIRANTES	F	CONFIRMADO	2017	34	1
MS	BANDEIRANTES	F	CONFIRMADO	2019	7	5
MS	BANDEIRANTES	F	CONFIRMADO	2019	8	2
MS	BANDEIRANTES	F	CONFIRMADO	2019	9	2
MS	BANDEIRANTES	F	CONFIRMADO	2019	10	1
MS	BANDEIRANTES	F	CONFIRMADO	2019	11	3
MS	BANDEIRANTES	F	CONFIRMADO	2019	12	7
MS	BANDEIRANTES	F	CONFIRMADO	2019	13	3
MS	BANDEIRANTES	F	CONFIRMADO	2019	14	7
MS	BANDEIRANTES	F	CONFIRMADO	2019	15	14
MS	BANDEIRANTES	F	CONFIRMADO	2019	16	5
MS	BANDEIRANTES	F	CONFIRMADO	2019	17	10
MS	BANDEIRANTES	F	CONFIRMADO	2019	18	11
MS	BANDEIRANTES	F	CONFIRMADO	2019	19	23
MS	BANDEIRANTES	F	CONFIRMADO	2019	20	10
MS	BANDEIRANTES	F	CONFIRMADO	2019	21	3
MS	BANDEIRANTES	F	CONFIRMADO	2019	22	6
MS	BANDEIRANTES	F	CONFIRMADO	2019	23	3
MS	BANDEIRANTES	F	CONFIRMADO	2019	24	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	2	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	5	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	6	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	7	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	9	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	10	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	11	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	12	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	14	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	16	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	18	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	19	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	20	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	24	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	25	1
MS	BANDEIRANTES	F	CONFIRMADO	2020	27	1
MS	BANDEIRANTES	F	CONFIRMADO	2022	18	1
MS	BANDEIRANTES	F	CONFIRMADO	2019	15	2
MS	BANDEIRANTES	F	CONFIRMADO	2019	16	1
MS	BANDEIRANTES	F	CONFIRMADO	2019	18	2
MS	BANDEIRANTES	F	CONFIRMADO	2019	19	3
MS	BANDEIRANTES	F	CONFIRMADO	2019	24	1
MS	BATAGUASSU	F	CONFIRMADO	2009	52	1
MS	BATAGUASSU	F	CONFIRMADO	2010	2	1
MS	BATAGUASSU	F	CONFIRMADO	2010	3	1
MS	BATAGUASSU	F	CONFIRMADO	2010	4	9
MS	BATAGUASSU	F	CONFIRMADO	2010	5	3
MS	BATAGUASSU	F	CONFIRMADO	2010	6	5
MS	BATAGUASSU	F	CONFIRMADO	2010	7	6
MS	BATAGUASSU	F	CONFIRMADO	2010	8	13
MS	BATAGUASSU	F	CONFIRMADO	2010	9	5
MS	BATAGUASSU	F	CONFIRMADO	2010	10	8
MS	BATAGUASSU	F	CONFIRMADO	2010	11	1
MS	BATAGUASSU	F	CONFIRMADO	2010	12	10
MS	BATAGUASSU	F	CONFIRMADO	2010	13	7
MS	BATAGUASSU	F	CONFIRMADO	2010	14	5
MS	BATAGUASSU	F	CONFIRMADO	2010	15	5
MS	BATAGUASSU	F	CONFIRMADO	2010	16	11
MS	BATAGUASSU	F	CONFIRMADO	2010	17	8
MS	BATAGUASSU	F	CONFIRMADO	2010	18	5
MS	BATAGUASSU	F	CONFIRMADO	2010	19	4
MS	BATAGUASSU	F	CONFIRMADO	2010	20	1
MS	BATAGUASSU	F	CONFIRMADO	2010	21	1
MS	BATAGUASSU	F	CONFIRMADO	2010	22	1
MS	BATAGUASSU	F	CONFIRMADO	2010	30	1
MS	BATAGUASSU	F	CONFIRMADO	2011	6	1
MS	BATAGUASSU	F	CONFIRMADO	2011	11	1
MS	BATAGUASSU	F	CONFIRMADO	2011	12	1
MS	BATAGUASSU	F	CONFIRMADO	2011	13	1
MS	BATAGUASSU	F	CONFIRMADO	2011	14	2
MS	BATAGUASSU	F	CONFIRMADO	2011	15	1
MS	BATAGUASSU	F	CONFIRMADO	2011	16	2
MS	BATAGUASSU	F	CONFIRMADO	2011	17	6
MS	BATAGUASSU	F	CONFIRMADO	2011	18	8
MS	BATAGUASSU	F	CONFIRMADO	2011	19	5
MS	BATAGUASSU	F	CONFIRMADO	2011	21	1
MS	BATAGUASSU	F	CONFIRMADO	2011	22	1
MS	BATAGUASSU	F	CONFIRMADO	2011	23	1
MS	BATAGUASSU	F	CONFIRMADO	2011	24	1
MS	BATAGUASSU	F	CONFIRMADO	2012	34	2
MS	BATAGUASSU	F	CONFIRMADO	2012	35	1
MS	BATAGUASSU	F	CONFIRMADO	2012	36	1
MS	BATAGUASSU	F	CONFIRMADO	2012	37	7
MS	BATAGUASSU	F	CONFIRMADO	2012	38	13
MS	BATAGUASSU	F	CONFIRMADO	2012	39	22
MS	BATAGUASSU	F	CONFIRMADO	2012	40	6
MS	BATAGUASSU	F	CONFIRMADO	2012	41	7
MS	BATAGUASSU	F	CONFIRMADO	2012	42	2
MS	BATAGUASSU	F	CONFIRMADO	2012	43	3
MS	BATAGUASSU	F	CONFIRMADO	2012	44	2
MS	BATAGUASSU	F	CONFIRMADO	2012	45	16
MS	BATAGUASSU	F	CONFIRMADO	2012	46	8
MS	BATAGUASSU	F	CONFIRMADO	2012	47	5
MS	BATAGUASSU	F	CONFIRMADO	2012	48	3
MS	BATAGUASSU	F	CONFIRMADO	2012	49	5
MS	BATAGUASSU	F	CONFIRMADO	2012	50	1
MS	BATAGUASSU	F	CONFIRMADO	2012	51	1
MS	BATAGUASSU	F	CONFIRMADO	2013	4	4
MS	BATAGUASSU	F	CONFIRMADO	2013	5	16
MS	BATAGUASSU	F	CONFIRMADO	2013	6	11
MS	BATAGUASSU	F	CONFIRMADO	2013	7	3
MS	BATAGUASSU	F	CONFIRMADO	2013	8	4
MS	BATAGUASSU	F	CONFIRMADO	2013	11	1
MS	BATAGUASSU	F	CONFIRMADO	2013	14	1
MS	BATAGUASSU	F	CONFIRMADO	2013	15	1
MS	BATAGUASSU	F	CONFIRMADO	2014	3	1
MS	BATAGUASSU	F	CONFIRMADO	2014	12	1
MS	BATAGUASSU	F	CONFIRMADO	2014	17	1
MS	BATAGUASSU	F	CONFIRMADO	2014	19	1
MS	BATAGUASSU	F	CONFIRMADO	2015	6	1
MS	BATAGUASSU	F	CONFIRMADO	2015	14	1
MS	BATAGUASSU	F	CONFIRMADO	2015	15	1
MS	BATAGUASSU	F	CONFIRMADO	2015	19	2
MS	BATAGUASSU	F	CONFIRMADO	2015	24	1
MS	BATAGUASSU	F	CONFIRMADO	2016	9	1
MS	BATAGUASSU	F	CONFIRMADO	2017	3	1
MS	BATAGUASSU	F	CONFIRMADO	2017	38	1
MS	BATAGUASSU	F	CONFIRMADO	2017	44	1
MS	BATAGUASSU	F	CONFIRMADO	2019	3	1
MS	BATAGUASSU	F	CONFIRMADO	2019	5	2
MS	BATAGUASSU	F	CONFIRMADO	2019	6	2
MS	BATAGUASSU	F	CONFIRMADO	2019	7	4
MS	BATAGUASSU	F	CONFIRMADO	2019	8	2
MS	BATAGUASSU	F	CONFIRMADO	2019	9	2
MS	BATAGUASSU	F	CONFIRMADO	2019	10	2
MS	BATAGUASSU	F	CONFIRMADO	2019	17	1
MS	BATAGUASSU	F	CONFIRMADO	2019	18	1
MS	BATAGUASSU	F	CONFIRMADO	2019	21	1
MS	BATAGUASSU	F	CONFIRMADO	2020	2	4
MS	BATAGUASSU	F	CONFIRMADO	2020	3	4
MS	BATAGUASSU	F	CONFIRMADO	2020	4	10
MS	BATAGUASSU	F	CONFIRMADO	2020	5	9
MS	BATAGUASSU	F	CONFIRMADO	2020	6	5
MS	BATAGUASSU	F	CONFIRMADO	2020	7	6
MS	BATAGUASSU	F	CONFIRMADO	2020	8	1
MS	BATAGUASSU	F	CONFIRMADO	2020	11	1
MS	BATAGUASSU	F	CONFIRMADO	2021	2	2
MS	BATAGUASSU	F	CONFIRMADO	2021	3	3
MS	BATAGUASSU	F	CONFIRMADO	2021	4	2
MS	BATAGUASSU	F	CONFIRMADO	2021	5	2
MS	BATAGUASSU	F	CONFIRMADO	2021	6	2
MS	BATAGUASSU	F	CONFIRMADO	2021	7	2
MS	BATAGUASSU	F	CONFIRMADO	2021	8	2
MS	BATAGUASSU	F	CONFIRMADO	2021	9	4
MS	BATAGUASSU	F	CONFIRMADO	2021	10	4
MS	BATAGUASSU	F	CONFIRMADO	2021	11	9
MS	BATAGUASSU	F	CONFIRMADO	2021	12	13
MS	BATAGUASSU	F	CONFIRMADO	2021	13	13
MS	BATAGUASSU	F	CONFIRMADO	2021	14	20
MS	BATAGUASSU	F	CONFIRMADO	2021	15	12
MS	BATAGUASSU	F	CONFIRMADO	2021	16	11
MS	BATAGUASSU	F	CONFIRMADO	2021	17	6
MS	BATAGUASSU	F	CONFIRMADO	2021	18	6
MS	BATAGUASSU	F	CONFIRMADO	2021	19	2
MS	BATAGUASSU	F	CONFIRMADO	2021	20	6
MS	BATAGUASSU	F	CONFIRMADO	2021	21	3
MS	BATAGUASSU	F	CONFIRMADO	2021	22	2
MS	BATAGUASSU	F	CONFIRMADO	2021	25	1
MS	BATAGUASSU	F	CONFIRMADO	2021	30	1
MS	BATAGUASSU	F	CONFIRMADO	2021	39	1
MS	BATAGUASSU	F	CONFIRMADO	2022	4	1
MS	BATAGUASSU	F	CONFIRMADO	2022	9	2
MS	BATAGUASSU	F	CONFIRMADO	2022	12	1
MS	BATAGUASSU	F	CONFIRMADO	2022	13	2
MS	BATAGUASSU	F	CONFIRMADO	2022	14	6
MS	BATAGUASSU	F	CONFIRMADO	2022	15	3
MS	BATAGUASSU	F	CONFIRMADO	2022	16	8
MS	BATAGUASSU	F	CONFIRMADO	2022	17	7
MS	BATAGUASSU	F	CONFIRMADO	2022	18	8
MS	BATAGUASSU	F	CONFIRMADO	2022	19	10
MS	BATAGUASSU	F	CONFIRMADO	2022	20	3
MS	BATAGUASSU	F	CONFIRMADO	2022	22	1
MS	BATAGUASSU	F	CONFIRMADO	2022	23	2
MS	BATAGUASSU	F	CONFIRMADO	2022	24	1
MS	BATAGUASSU	F	CONFIRMADO	2022	26	2
MS	BATAGUASSU	F	CONFIRMADO	2017	48	1
MS	BATAGUASSU	F	CONFIRMADO	2020	1	2
MS	BATAYPORA	F	CONFIRMADO	2010	8	1
MS	BATAYPORA	F	CONFIRMADO	2010	11	1
MS	BATAYPORA	F	CONFIRMADO	2010	12	1
MS	BATAYPORA	F	CONFIRMADO	2011	1	1
MS	BATAYPORA	F	CONFIRMADO	2011	2	2
MS	BATAYPORA	F	CONFIRMADO	2011	4	2
MS	BATAYPORA	F	CONFIRMADO	2011	5	2
MS	BATAYPORA	F	CONFIRMADO	2011	6	5
MS	BATAYPORA	F	CONFIRMADO	2011	8	6
MS	BATAYPORA	F	CONFIRMADO	2011	9	3
MS	BATAYPORA	F	CONFIRMADO	2011	10	2
MS	BATAYPORA	F	CONFIRMADO	2011	11	2
MS	BATAYPORA	F	CONFIRMADO	2011	14	4
MS	BATAYPORA	F	CONFIRMADO	2011	16	8
MS	BATAYPORA	F	CONFIRMADO	2011	17	1
MS	BATAYPORA	F	CONFIRMADO	2011	18	1
MS	BATAYPORA	F	CONFIRMADO	2011	19	2
MS	BATAYPORA	F	CONFIRMADO	2011	20	2
MS	BATAYPORA	F	CONFIRMADO	2011	24	1
MS	BATAYPORA	F	CONFIRMADO	2011	26	1
MS	BATAYPORA	F	CONFIRMADO	2012	48	1
MS	BATAYPORA	F	CONFIRMADO	2013	1	7
MS	BATAYPORA	F	CONFIRMADO	2013	2	5
MS	BATAYPORA	F	CONFIRMADO	2016	2	3
MS	BATAYPORA	F	CONFIRMADO	2016	4	1
MS	BATAYPORA	F	CONFIRMADO	2016	8	1
MS	BATAYPORA	F	CONFIRMADO	2016	9	1
MS	BATAYPORA	F	CONFIRMADO	2016	13	1
MS	BATAYPORA	F	CONFIRMADO	2019	12	1
MS	BATAYPORA	F	CONFIRMADO	2019	29	1
MS	BATAYPORA	F	CONFIRMADO	2019	42	1
MS	BATAYPORA	F	CONFIRMADO	2020	7	5
MS	BATAYPORA	F	CONFIRMADO	2020	8	1
MS	BATAYPORA	F	CONFIRMADO	2020	9	5
MS	BATAYPORA	F	CONFIRMADO	2020	10	3
MS	BATAYPORA	F	CONFIRMADO	2020	11	6
MS	BATAYPORA	F	CONFIRMADO	2020	12	2
MS	BATAYPORA	F	CONFIRMADO	2020	13	3
MS	BATAYPORA	F	CONFIRMADO	2020	14	2
MS	BATAYPORA	F	CONFIRMADO	2020	20	1
MS	BATAYPORA	F	CONFIRMADO	2021	14	2
MS	BATAYPORA	F	CONFIRMADO	2021	36	1
MS	BATAYPORA	F	CONFIRMADO	2022	15	2
MS	BATAYPORA	F	CONFIRMADO	2022	16	1
MS	BATAYPORA	F	CONFIRMADO	2022	17	1
MS	BATAYPORA	F	CONFIRMADO	2022	19	1
MS	BATAYPORA	F	CONFIRMADO	2022	24	1
MS	BATAYPORA	F	CONFIRMADO	2022	25	2
MS	BATAYPORA	F	CONFIRMADO	2016	1	1
MS	BATAYPORA	F	CONFIRMADO	2019	12	1
MS	BELA VISTA	F	CONFIRMADO	2010	1	5
MS	BELA VISTA	F	CONFIRMADO	2010	2	5
MS	BELA VISTA	F	CONFIRMADO	2010	3	9
MS	BELA VISTA	F	CONFIRMADO	2010	4	19
MS	BELA VISTA	F	CONFIRMADO	2010	5	9
MS	BELA VISTA	F	CONFIRMADO	2010	6	19
MS	BELA VISTA	F	CONFIRMADO	2010	7	12
MS	BELA VISTA	F	CONFIRMADO	2010	8	22
MS	BELA VISTA	F	CONFIRMADO	2010	9	12
MS	BELA VISTA	F	CONFIRMADO	2010	10	11
MS	BELA VISTA	F	CONFIRMADO	2010	11	7
MS	BELA VISTA	F	CONFIRMADO	2010	12	14
MS	BELA VISTA	F	CONFIRMADO	2010	13	4
MS	BELA VISTA	F	CONFIRMADO	2010	14	10
MS	BELA VISTA	F	CONFIRMADO	2010	15	14
MS	BELA VISTA	F	CONFIRMADO	2010	16	5
MS	BELA VISTA	F	CONFIRMADO	2010	17	3
MS	BELA VISTA	F	CONFIRMADO	2010	18	3
MS	BELA VISTA	F	CONFIRMADO	2010	19	1
MS	BELA VISTA	F	CONFIRMADO	2010	20	1
MS	BELA VISTA	F	CONFIRMADO	2010	21	1
MS	BELA VISTA	F	CONFIRMADO	2010	23	1
MS	BELA VISTA	F	CONFIRMADO	2011	9	1
MS	BELA VISTA	F	CONFIRMADO	2011	13	1
MS	BELA VISTA	F	CONFIRMADO	2012	9	1
MS	BELA VISTA	F	CONFIRMADO	2013	2	1
MS	BELA VISTA	F	CONFIRMADO	2013	3	1
MS	BELA VISTA	F	CONFIRMADO	2013	6	1
MS	BELA VISTA	F	CONFIRMADO	2013	7	1
MS	BELA VISTA	F	CONFIRMADO	2013	8	1
MS	BELA VISTA	F	CONFIRMADO	2013	10	4
MS	BELA VISTA	F	CONFIRMADO	2013	11	4
MS	BELA VISTA	F	CONFIRMADO	2013	12	3
MS	BELA VISTA	F	CONFIRMADO	2013	13	2
MS	BELA VISTA	F	CONFIRMADO	2013	14	2
MS	BELA VISTA	F	CONFIRMADO	2013	15	6
MS	BELA VISTA	F	CONFIRMADO	2013	16	1
MS	BELA VISTA	F	CONFIRMADO	2013	17	1
MS	BELA VISTA	F	CONFIRMADO	2013	18	1
MS	BELA VISTA	F	CONFIRMADO	2013	21	3
MS	BELA VISTA	F	CONFIRMADO	2013	23	1
MS	BELA VISTA	F	CONFIRMADO	2013	24	1
MS	BELA VISTA	F	CONFIRMADO	2013	26	3
MS	BELA VISTA	F	CONFIRMADO	2013	29	1
MS	BELA VISTA	F	CONFIRMADO	2015	2	1
MS	BELA VISTA	F	CONFIRMADO	2015	19	1
MS	BELA VISTA	F	CONFIRMADO	2015	22	1
MS	BELA VISTA	F	CONFIRMADO	2015	24	1
MS	BELA VISTA	F	CONFIRMADO	2015	25	1
MS	BELA VISTA	F	CONFIRMADO	2015	26	3
MS	BELA VISTA	F	CONFIRMADO	2015	27	2
MS	BELA VISTA	F	CONFIRMADO	2015	28	1
MS	BELA VISTA	F	CONFIRMADO	2015	31	1
MS	BELA VISTA	F	CONFIRMADO	2015	33	1
MS	BELA VISTA	F	CONFIRMADO	2015	45	1
MS	BELA VISTA	F	CONFIRMADO	2015	46	5
MS	BELA VISTA	F	CONFIRMADO	2015	49	2
MS	BELA VISTA	F	CONFIRMADO	2015	50	1
MS	BELA VISTA	F	CONFIRMADO	2016	1	3
MS	BELA VISTA	F	CONFIRMADO	2016	2	4
MS	BELA VISTA	F	CONFIRMADO	2016	3	2
MS	BELA VISTA	F	CONFIRMADO	2016	4	16
MS	BELA VISTA	F	CONFIRMADO	2016	5	20
MS	BELA VISTA	F	CONFIRMADO	2016	6	8
MS	BELA VISTA	F	CONFIRMADO	2016	7	6
MS	BELA VISTA	F	CONFIRMADO	2016	8	2
MS	BELA VISTA	F	CONFIRMADO	2016	9	3
MS	BELA VISTA	F	CONFIRMADO	2016	10	3
MS	BELA VISTA	F	CONFIRMADO	2016	11	1
MS	BELA VISTA	F	CONFIRMADO	2016	12	2
MS	BELA VISTA	F	CONFIRMADO	2016	13	1
MS	BELA VISTA	F	CONFIRMADO	2016	19	1
MS	BELA VISTA	F	CONFIRMADO	2017	3	1
MS	BELA VISTA	F	CONFIRMADO	2018	4	2
MS	BELA VISTA	F	CONFIRMADO	2018	7	1
MS	BELA VISTA	F	CONFIRMADO	2018	13	1
MS	BELA VISTA	F	CONFIRMADO	2018	16	2
MS	BELA VISTA	F	CONFIRMADO	2018	20	1
MS	BELA VISTA	F	CONFIRMADO	2019	5	4
MS	BELA VISTA	F	CONFIRMADO	2019	6	4
MS	BELA VISTA	F	CONFIRMADO	2019	7	1
MS	BELA VISTA	F	CONFIRMADO	2019	8	4
MS	BELA VISTA	F	CONFIRMADO	2019	9	1
MS	BELA VISTA	F	CONFIRMADO	2019	11	4
MS	BELA VISTA	F	CONFIRMADO	2019	12	5
MS	BELA VISTA	F	CONFIRMADO	2019	13	6
MS	BELA VISTA	F	CONFIRMADO	2019	14	2
MS	BELA VISTA	F	CONFIRMADO	2019	15	3
MS	BELA VISTA	F	CONFIRMADO	2019	17	14
MS	BELA VISTA	F	CONFIRMADO	2019	18	5
MS	BELA VISTA	F	CONFIRMADO	2019	19	5
MS	BELA VISTA	F	CONFIRMADO	2019	20	9
MS	BELA VISTA	F	CONFIRMADO	2019	21	6
MS	BELA VISTA	F	CONFIRMADO	2019	22	7
MS	BELA VISTA	F	CONFIRMADO	2019	23	2
MS	BELA VISTA	F	CONFIRMADO	2019	24	5
MS	BELA VISTA	F	CONFIRMADO	2019	25	1
MS	BELA VISTA	F	CONFIRMADO	2019	26	1
MS	BELA VISTA	F	CONFIRMADO	2019	27	5
MS	BELA VISTA	F	CONFIRMADO	2019	30	1
MS	BELA VISTA	F	CONFIRMADO	2019	31	1
MS	BELA VISTA	F	CONFIRMADO	2019	35	1
MS	BELA VISTA	F	CONFIRMADO	2020	3	15
MS	BELA VISTA	F	CONFIRMADO	2020	4	11
MS	BELA VISTA	F	CONFIRMADO	2020	5	12
MS	BELA VISTA	F	CONFIRMADO	2020	6	27
MS	BELA VISTA	F	CONFIRMADO	2020	7	20
MS	BELA VISTA	F	CONFIRMADO	2020	8	5
MS	BELA VISTA	F	CONFIRMADO	2020	9	7
MS	BELA VISTA	F	CONFIRMADO	2020	10	15
MS	BELA VISTA	F	CONFIRMADO	2020	11	10
MS	BELA VISTA	F	CONFIRMADO	2020	12	5
MS	BELA VISTA	F	CONFIRMADO	2020	13	1
MS	BELA VISTA	F	CONFIRMADO	2020	14	4
MS	BELA VISTA	F	CONFIRMADO	2020	15	1
MS	BELA VISTA	F	CONFIRMADO	2020	17	1
MS	BELA VISTA	F	CONFIRMADO	2020	20	1
MS	BELA VISTA	F	CONFIRMADO	2020	23	1
MS	BELA VISTA	F	CONFIRMADO	2020	28	1
MS	BELA VISTA	F	CONFIRMADO	2020	36	1
MS	BELA VISTA	F	CONFIRMADO	2020	39	1
MS	BELA VISTA	F	CONFIRMADO	2020	49	2
MS	BELA VISTA	F	CONFIRMADO	2021	3	1
MS	BELA VISTA	F	CONFIRMADO	2021	17	1
MS	BELA VISTA	F	CONFIRMADO	2021	27	1
MS	BELA VISTA	F	CONFIRMADO	2021	51	1
MS	BELA VISTA	F	CONFIRMADO	2022	4	1
MS	BELA VISTA	F	CONFIRMADO	2022	19	2
MS	BELA VISTA	F	CONFIRMADO	2022	23	2
